id,speed
0,48.259403
1,47.864285
2,39.172173
3,27.892212
4,40.869564
5,29.461946
6,20.265192
7,49.596867
8,48.081177
9,29.317396
10,29.29027
11,24.097229
12,24.290895
13,24.634525
14,27.327911
15,40.749073
16,43.739395
17,47.29966
18,48.04322
19,48.87309
20,46.97846
21,43.959293
22,20.32759
23,29.055855
24,26.582405
25,21.346598
26,21.79526
27,22.393414
28,18.092537
29,14.021769
30,26.205074
31,47.35013
32,49.41112
33,29.6171
34,27.449654
35,25.242489
36,20.128906
37,19.711723
38,45.248806
39,40.499435
40,45.09625
41,47.945507
42,48.90672
43,44.271427
44,20.5391
45,18.119907
46,18.794376
47,11.784983
48,45.558
49,47.985565
50,48.098537
51,22.875536
52,22.884779
53,19.52465
54,16.646276
55,18.44136
56,13.20306
57,15.596113
58,27.865402
59,36.366493
60,43.217205
61,40.950264
62,41.105583
63,41.78084
64,43.828857
65,47.840668
66,47.6747
67,45.873806
68,42.962234
69,27.300837
70,22.265291
71,17.692944
72,16.312443
73,16.621323
74,11.488625
75,7.1232934
76,44.097256
77,40.695827
78,44.782635
79,48.1245
80,14.179372
81,16.273687
82,19.08528
83,14.826629
84,15.934148
85,11.647445
86,18.9328
87,34.78653
88,45.682644
89,40.397015
90,48.511677
91,47.86497
92,46.262585
93,45.51305
94,26.154419
95,16.353603
96,22.06322
97,9.798054
98,9.671647
99,19.526785
100,41.096737
101,47.326534
102,15.705752
103,17.27891
104,14.524488
105,44.027245
106,35.529102
107,48.60302
108,44.275524
109,14.700189
110,7.880911
111,8.893846
112,17.150856
113,33.84557
114,36.28617
115,48.701412
116,48.718822
117,42.06285
118,29.23055
119,24.92359
120,19.579704
121,17.099157
122,31.632732
123,47.220676
124,47.351936
125,41.9043
126,42.011326
127,38.672165
128,40.56357
129,36.04032
130,48.98155
131,47.602043
132,47.04238
133,27.76297
134,24.793148
135,23.525917
136,39.43969
137,46.17489
138,50.327656
139,47.82207
140,47.33769
141,44.659214
142,25.70828
143,15.532523
144,19.546593
145,18.684593
146,20.131487
147,49.260757
148,50.537903
149,47.64801
150,47.967308
151,16.09452
152,13.618077
153,15.222044
154,9.390619
155,22.77972
156,36.906475
157,44.869965
158,41.388966
159,46.412167
160,49.180714
161,50.44511
162,48.425003
163,47.69251
164,45.12832
165,26.32494
166,15.389731
167,18.068424
168,16.48943
169,17.35439
170,12.316345
171,12.467937
172,45.43576
173,48.04278
174,44.602318
175,25.757372
176,17.080372
177,15.134412
178,16.703112
179,10.915619
180,46.271843
181,48.54059
182,48.76556
183,48.335712
184,41.769596
185,20.213898
186,19.004934
187,40.837196
188,31.510565
189,48.3268
190,44.74752
191,43.568615
192,38.822174
193,37.005352
194,34.86011
195,35.09045
196,35.34655
197,41.954086
198,39.11751
199,48.037563
200,46.668335
201,25.1255
202,22.821337
203,20.147678
204,17.240541
205,19.542309
206,39.44246
207,41.813362
208,48.83708
209,49.079803
210,47.11911
211,47.225677
212,26.606037
213,12.74748
214,19.725466
215,22.085947
216,16.452047
217,25.102774
218,45.104538
219,48.24283
220,47.711613
221,45.874897
222,28.860823
223,17.891827
224,11.380619
225,26.929552
226,47.950836
227,48.922195
228,16.772968
229,23.905447
230,20.061975
231,20.517786
232,44.76382
233,48.452686
234,46.85253
235,17.795382
236,26.01741
237,20.64768
238,24.011692
239,44.176556
240,36.85302
241,40.192417
242,48.70651
243,49.293137
244,48.58241
245,48.605125
246,29.218752
247,19.799097
248,19.808773
249,18.99495
250,18.088125
251,34.17099
252,43.144325
253,30.609457
254,33.2731
