id,speed
0,48.093746
1,47.916363
2,39.13314
3,27.871517
4,40.89227
5,29.3735
6,19.96217
7,49.36757
8,47.894108
9,29.822481
10,29.79388
11,24.810486
12,24.693188
13,24.455923
14,27.56023
15,40.942432
16,43.716476
17,47.12819
18,48.283947
19,48.803074
20,47.175056
21,44.073425
22,20.349905
23,28.482235
24,26.242538
25,21.224043
26,21.565495
27,21.557941
28,17.132357
29,14.115911
30,26.490929
31,46.777336
32,49.50916
33,29.182705
34,27.75514
35,24.394033
36,18.8835
37,19.312044
38,45.47181
39,40.396767
40,44.70532
41,47.82702
42,48.965965
43,43.909508
44,19.390734
45,17.534544
46,18.514612
47,11.77647
48,45.33702
49,48.414665
50,48.059944
51,23.141163
52,20.95798
53,17.716383
54,16.93859
55,18.735674
56,14.504673
57,16.204567
58,28.461178
59,36.632084
60,43.374405
61,41.820488
62,41.059658
63,42.685158
64,44.012196
65,48.109634
66,47.908497
67,45.984665
68,42.823605
69,27.494223
70,22.77196
71,17.972586
72,16.260761
73,16.902098
74,11.927346
75,7.210327
76,44.499146
77,41.46688
78,44.799824
79,47.911148
80,13.750006
81,16.709011
82,21.39843
83,15.596269
84,15.5613365
85,11.50158
86,19.104713
87,34.90663
88,45.356316
89,40.113426
90,48.73686
91,48.068928
92,46.578167
93,45.958168
94,26.10283
95,15.652884
96,22.484245
97,9.791147
98,9.918845
99,19.681355
100,41.306164
101,47.388035
102,15.668497
103,17.69242
104,14.640701
105,44.002037
106,35.55775
107,48.88009
108,43.996525
109,14.493122
110,8.302439
111,8.815032
112,16.845924
113,33.85806
114,36.185184
115,48.577766
116,48.58044
117,41.883984
118,28.928707
119,25.200914
120,19.21263
121,17.540508
122,31.997889
123,47.265514
124,47.1089
125,41.885597
126,42.106777
127,38.267796
128,40.499447
129,35.800095
130,48.53623
131,47.267498
132,46.716686
133,28.780277
134,24.10171
135,22.77571
136,39.387207
137,46.45462
138,49.82341
139,47.793537
140,47.16386
141,44.66957
142,25.452803
143,15.468937
144,19.92884
145,18.840012
146,19.705328
147,48.90515
148,50.050987
149,47.39428
150,47.70951
151,16.675718
152,14.235012
153,15.108402
154,9.733834
155,23.425688
156,36.511436
157,44.219204
158,40.71711
159,45.71946
160,48.986446
161,50.04652
162,48.510574
163,47.51497
164,45.129368
165,25.716722
166,14.857676
167,18.006037
168,16.419397
169,17.647503
170,12.280615
171,12.002528
172,45.39463
173,48.30063
174,44.58545
175,25.77167
176,16.744308
177,15.25619
178,16.687073
179,10.755693
180,45.737457
181,48.579266
182,49.11717
183,48.58118
184,40.768738
185,19.635939
186,18.743591
187,40.52552
188,31.329062
189,48.32152
190,43.573547
191,43.4978
192,38.28323
193,36.486633
194,34.908558
195,33.958202
196,34.72851
197,41.59205
198,38.82183
199,48.01156
200,47.097744
201,24.53927
202,23.240355
203,20.041447
204,16.704714
205,18.827528
206,39.56917
207,42.164574
208,48.71027
209,48.690224
210,47.47942
211,47.194286
212,25.49222
213,12.5298605
214,20.724953
215,22.806074
216,16.465027
217,25.396044
218,45.56907
219,47.94086
220,46.933613
221,45.062824
222,28.682827
223,17.498327
224,11.828417
225,26.964214
226,47.363667
227,48.742035
228,15.919665
229,23.599306
230,20.245817
231,20.460876
232,45.14086
233,48.582542
234,47.030163
235,18.029068
236,26.091066
237,20.298557
238,24.006634
239,44.44563
240,37.256298
241,40.396015
242,48.63814
243,49.13632
244,48.65668
245,48.880474
246,28.294401
247,20.213377
248,20.074762
249,19.767012
250,18.504091
251,33.553886
252,43.249187
253,30.858606
254,33.506603
255,47.00758
256,47.156834
257,46.1459
258,43.427147
259,40.718315
260,38.047337
261,33.92732
262,39.82778
263,44.7636
264,32.53662
265,43.042152
266,48.486916
267,45.202427
268,17.840853
269,21.770977
270,17.108633
271,16.38465
272,17.23784
273,15.70055
274,45.373714
275,48.08684
276,48.474308
277,47.842056
278,25.243067
279,12.126812
280,13.324414
281,23.04522
282,21.11213
283,16.953804
284,14.1662035
285,12.619608
286,47.975784
287,47.883465
288,10.777265
289,16.580303
290,14.4125595
291,12.132059
292,10.559446
293,26.081032
294,46.394863
295,49.16689
296,48.386463
297,34.11747
298,21.503355
299,32.95131
300,22.673967
301,19.599102
302,23.403358
303,42.89382
304,42.4617
305,49.623444
306,48.427246
307,49.15316
308,45.808685
309,32.392807
310,18.939816
311,9.217904
312,42.337196
313,35.008533
314,38.924423
315,49.155163
316,46.698112
317,39.595818
318,35.59644
319,33.947983
320,44.106304
321,46.368725
322,46.542885
323,46.338997
324,44.580685
325,43.83334
326,44.447342
327,41.053963
328,41.51775
329,39.177467
330,37.515255
331,41.859104
332,42.429836
333,38.119408
334,37.162533
335,45.008747
336,47.6082
337,47.32054
338,14.356725
339,20.899162
340,21.876507
341,23.323744
342,44.196297
343,44.49352
344,48.649757
345,48.32009
346,47.716167
347,17.193243
348,38.122547
349,49.59964
350,49.008175
351,48.349415
352,32.35387
353,16.92879
354,24.3905
355,17.285517
356,16.455294
357,20.845612
358,34.85877
359,44.172997
360,45.07176
361,49.626118
362,18.21692
363,22.474337
364,17.784338
365,15.187461
366,10.352925
367,21.858706
368,42.723743
369,49.666588
370,48.77207
371,48.674137
372,48.18021
373,14.673197
374,16.965508
375,10.139185
376,19.55161
377,29.639904
378,35.958706
379,49.441498
380,31.191036
381,14.717051
382,16.738977
383,25.699062
384,48.388866
385,48.25698
386,47.536392
387,44.778366
388,41.650898
389,40.553883
390,35.758884
391,34.035328
392,49.28652
393,49.032352
394,48.41888
395,17.086853
396,16.613537
397,24.83739
398,22.219513
399,14.835111
400,11.6881275
401,35.43821
402,39.771687
403,49.771675
404,48.16639
405,45.99818
406,32.102695
407,13.97345
408,19.0047
409,18.487349
410,17.250381
411,10.520866
412,43.573177
413,37.734024
414,44.600285
415,49.460354
416,48.277657
417,48.21954
418,48.02788
419,33.70567
420,16.472122
421,10.645417
422,44.595387
423,38.914932
424,49.287266
425,49.51857
426,47.214817
427,39.360237
428,30.76397
429,43.98204
430,40.32415
431,48.04741
432,47.489025
433,45.013866
434,28.916765
435,31.77232
436,24.699486
437,25.050785
438,48.07976
439,47.92894
440,48.57683
441,41.847164
442,36.121284
443,36.143505
444,32.9942
445,34.7427
446,31.481041
447,33.697937
448,46.677147
449,47.006706
450,47.09844
451,46.649136
452,44.602844
453,44.149803
454,44.072292
455,42.573944
456,42.85936
457,44.468895
458,48.323944
459,48.57028
460,37.363846
461,27.350769
462,29.177084
463,26.477901
464,33.270393
465,39.491165
466,47.744617
467,48.480396
468,47.674416
469,46.09852
470,25.264055
471,29.72562
472,30.113934
473,25.043238
474,16.618607
475,28.971525
476,48.03537
477,45.47185
478,39.95752
479,30.21098
480,31.327593
481,25.755802
482,28.808266
483,47.17654
484,47.076912
485,46.285103
486,32.819176
487,38.65561
488,29.753824
489,14.589068
490,13.018273
491,37.630733
492,45.531315
493,47.48981
494,47.884266
495,46.94911
496,26.723597
497,32.827797
498,43.420357
499,48.456352
500,48.655785
501,49.069992
502,48.49087
503,47.90052
504,37.366436
505,36.55577
506,32.253387
507,28.12595
508,28.72044
509,45.048164
510,46.275173
511,46.180298
512,45.5805
513,45.555454
514,42.062687
515,40.70828
516,42.252335
517,43.367992
518,47.289127
519,47.512863
520,21.318062
521,25.37556
522,23.066525
523,23.387114
524,16.377563
525,47.62679
526,48.09816
527,48.152515
528,47.414352
529,27.439589
530,20.920076
531,27.36581
532,21.416481
533,18.127712
534,15.959783
535,47.33849
536,26.947737
537,16.097145
538,19.183554
539,19.885027
540,15.028594
541,13.858619
542,46.47197
543,44.560043
544,48.186104
545,45.168636
546,14.717361
547,20.96342
548,20.630997
549,20.293531
550,19.094196
551,40.022526
552,42.595993
553,49.166454
554,48.442856
555,45.49435
556,29.416529
557,15.397673
558,18.603004
559,20.648605
560,15.999292
561,17.074766
562,18.755255
563,17.470137
564,15.343106
565,11.834201
566,44.153996
567,35.403343
568,39.50604
569,49.99422
570,48.80953
571,34.59173
572,43.519672
573,46.834053
574,47.056213
575,47.739643
576,46.893513
577,43.772278
578,42.72054
579,44.678986
580,44.181973
581,37.54088
582,48.76147
583,48.463364
584,15.227071
585,18.402815
586,23.382807
587,23.593885
588,19.23252
589,20.020947
590,20.661455
591,18.745901
592,46.434944
593,48.742
594,48.740692
595,46.83887
596,45.60434
597,31.115807
598,25.425905
599,22.606598
600,15.04028
601,48.447075
602,47.65432
603,45.158234
604,15.062037
605,18.446537
606,38.408134
607,41.0878
608,49.286346
609,49.699017
610,48.344078
611,47.209354
612,44.585587
613,13.842917
614,20.798777
615,15.069553
616,16.834076
617,19.35974
618,9.9150915
619,21.09735
620,40.517376
621,50.60567
622,50.03193
623,49.383625
624,46.922165
625,26.637255
626,18.809158
627,17.09555
628,19.913822
629,11.938455
630,22.2587
631,50.264915
632,49.03373
633,48.38085
634,41.375698
635,27.903334
636,25.830082
637,48.396793
638,48.838295
639,47.93317
640,40.80917
641,44.08006
642,42.84511
643,39.943787
644,39.195045
645,38.792637
646,38.327515
647,48.123013
648,48.00823
649,47.888046
650,46.364273
651,15.870245
652,17.740763
653,10.563455
654,17.618244
655,48.256866
656,48.345596
657,47.86019
658,47.33077
659,47.061768
660,45.088505
661,14.387085
662,22.247526
663,15.408476
664,17.781193
665,19.22669
666,19.323603
667,12.03365
668,43.904568
669,38.00395
670,44.533875
671,48.008503
672,45.062366
673,23.034842
674,16.634
675,34.50102
676,48.452473
677,48.03777
678,47.23654
679,13.508014
680,23.729671
681,18.972775
682,22.4749
683,19.259165
684,43.644215
685,48.11623
686,47.486546
687,47.715233
688,45.351925
689,26.534697
690,15.275631
691,21.186638
692,15.363717
693,16.353552
694,48.7263
695,48.51649
696,40.063343
697,26.655346
698,26.510176
699,21.721775
700,17.32222
701,20.97366
702,40.946976
703,46.16651
704,47.914066
705,48.282944
706,47.212006
707,46.460434
708,43.75476
709,40.122456
710,40.245346
711,41.707596
712,41.51725
713,41.09562
714,38.56875
715,45.39154
716,38.8297
717,45.605915
718,48.00293
719,28.63045
720,10.837999
721,10.467633
722,7.4831033
723,43.54231
724,44.959625
725,47.870064
726,47.380157
727,23.666967
728,15.003374
729,15.209639
730,9.7643385
731,43.80621
732,47.652954
733,48.65761
734,44.41609
735,10.910509
736,12.9724455
737,13.104898
738,12.072555
739,6.539565
740,32.267597
741,41.982574
742,47.88486
743,48.44092
744,48.409893
745,23.656557
746,16.321743
747,19.76519
748,19.52417
749,17.59342
750,18.282846
751,16.325102
752,41.700085
753,48.66433
754,48.41388
755,47.37039
756,47.05124
757,12.421526
758,16.908545
759,15.208839
760,18.714998
761,10.131219
762,19.759638
763,43.814976
764,33.44587
765,38.7088
766,49.088455
767,48.50962
768,41.547203
769,23.38237
770,19.550394
771,19.247684
